Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01/12/23,"Payday loan, title loan, or personal loan",Installment loan,Problem with the payoff process at the end of the loan,None,Back in the XXXX  or there about we took a loan out for XXXX for home improvement loan. The original loan was not with Wells Fargo but when we paid it off and we paid it off early Wells Fargo took over the loan I dont know when they took it over but after paying off the loan early they said we still owed XXXX XXXX  I couldnt believe what I was hearing but I did get a local lawyer involved and he got it reduced to XXXX XXXX I still cant believe I still owed money after paying off the loan. I just heard on the news about a lawsuit that Wells Fargo was buying loans and maybe mismanagement Im wondering if I can see if I can get my money back I know its a long shot but just hoping there is some justice for me.thanks for any help,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,KY,41051,None,Consent provided,Web,01/12/23,Closed with explanation,Yes,N/A,6425342
01/27/23,"Payday loan, title loan, or personal loan",Personal line of credit,Struggling to pay your loan,None,"I initially had a borrow and grow loan with XXXX, who sold my debt to SST XXXX. I have repaid the amount I owed from the initial personal loan, and now want to close my loan, as I do not want to pay the {$200.00} a month on a 29.98 % interest rate for {$2500.00} in savings. SST XXXX charges too many fees and seems to have no idea how to handle my loan. XXXX originally offered the option to cancel your loan.",None,Alorica Inc.,WV,26003,None,Consent provided,Web,01/27/23,Closed with explanation,Yes,N/A,6495121
02/13/23,"Payday loan, title loan, or personal loan",Personal line of credit,Problem with the payoff process at the end of the loan,None,"In XXXX, I worked with an account resolution XXXX named XXXX with Advance Financial ( af247.com ) to resolve a debt that was growing exponentially due to the high interest. The account had grown to incur a payment amount that I could no longer keep up with. XXXX stopped the interest accrual, waived a large portion of the previously accrued interest and put me on a repayment plan which would settle the loan in full. At the end of the repayment plan we agreed on, I asked for a statement showing that the loan had been settled in full. I have an email from XXXX from XX/XX/XXXX stating the loan number and that the message serves to confirm the loan had been settled in full. In XX/XX/XXXX, I started receiving phone calls and mail from XXXX XXXX XXXX XXXX XXXX XXXX XXXX stating that Advance Financial sold the account to them for collections for an amount of {$2600.00}. This is not the first time Advance Financial sold the account to another collections agency. I don't have the details but I had to work to clear up the matter with another collections agency a few years ago. 
This time, the collections agency does not acknowledge the proof I sent them that the debt was settled in full. I copied XXXX with the original email from XXXX and also asked them to recall their part in the collection efforts.",None,"Harpeth Financial Services, LLC",TN,371XX,None,Consent provided,Web,02/13/23,Closed with explanation,Yes,N/A,6567869
02/07/23,"Payday loan, title loan, or personal loan",Installment loan,Problem when making payments,None,"I tendered payment via an ambiguous negotiable instrument in the form of XXXX XXXX XXXX XXXX XXXX in the amount of XXXX in accordance with HJR-192, UCC 3-603 and UCC 3-311 to One Main Financial on XX/XX/2022. They did not accept my legal instrument and refused to credit my account according to public law and are in dishonor in question without levy and without recourse. I have been denied my rights by this company choice to not honor even though it stated they are too under UCC 3-603 and 3-311. as well as public law of a Negotiable instrument",None,OneMain Finance Corporation,NJ,07104,None,Consent provided,Web,02/07/23,Closed with explanation,Yes,N/A,6542419
07/28/23,"Payday loan, title loan, or personal loan",Installment loan,Incorrect information on your report,Account information incorrect,"I have a lease to own account showing on my credit report. There's only a record of an XXXX payment, when in fact I made all my payments for XXXX and XXXX as well. The way the plan works is if you pay off the balance within 90 days, you're no longer charged for the item and own it outright. I've done this. My credit report still doesn't show that the account is now paid off and the line is closed. It also still doesn't show the accurate payment history made by me. I've tried to flag this for both the credit bureaus and for the company, but to no avail.",None,Westcreek Financial,FL,XXXXX,None,Consent provided,Web,07/28/23,Closed with explanation,Yes,N/A,7320695
04/08/23,"Payday loan, title loan, or personal loan",Title loan,Problem with the payoff process at the end of the loan,None,"Account was paid off in full on XX/XX/XXXX. Car was picked up at the auction by owner. After speaking with the agent who was handling my account, I was informed that my title would be returned by mail to my address on file within 30-45 days. Today is XX/XX/XXXX, I have not received my title. When I contacted the company, agents refused to give me information as to when I would receive my title, when I asked for managers I got transferred to voicemail inboxes. I paid off the balance that is owed and yet I still dont have my title returned to me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Westlake Services, LLC",OH,432XX,None,Consent provided,Web,04/08/23,Closed with explanation,Yes,N/A,6811232
07/05/23,"Payday loan, title loan, or personal loan",Title loan,Charged fees or interest you didn't expect,None,I contacted them when we first got the loan back in XXXX after we made a few payments. I told OneMain Financial why isnt our money we are paying not bringing our balance down. I told OneMain Financial that this isnt right you all didnt disclose this high interest rate in the loan disclosures neither did OneMain Financial send us loan disclosures of this high interest rate. I asked OneMain Financial to reduce our interest on our loan and they said they couldnt in XXXX.Our loan payment is {$780.00} a month and only about {$9.00} goes to principal. This isnt fair lending practices. We did get behind in XX/XX/XXXX on our loan and OneMain Financial began calling and harass my relatives telling them that they needed a payment for my husband and telling our information about our account at OneMain Financial. These lending practices and harassing calls from OneMain Financial is very unethical.,None,OneMain Finance Corporation,GA,31021,None,Consent provided,Web,07/05/23,Closed with explanation,Yes,N/A,7203574
07/26/23,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,None,"XX/XX/XXXX, XXXX had went to the dentist to get an implant applied for a loan through this website, answered three or four questions submitted that they were all true and then it came back with my loan amount, and the annual interest rate with how much it was asking for a down payment, and How long the term was on my monthly payments. I sent in a deposit of XXXX and it sent me an email back of the contract and terms by a whole different company, a whole different contract and put in my information in that contract that were not relevant to the questions that I asked, or signing off on the contract under me when I consented that the information I gave about myself is true, and then they dont want to oblige by the terms and conditions at all going completely get the contract on the late fees, the return fees and then stating that my grace period time doesnt exist anymore they dont do that, and even if the contract says that then the saying that I was charged a whole different amount on top of what the contract says that amount would be for a return fee, but I never returned anything Im updating my card and Im still on my grace period time. Im waiting for my new card. They havent even attempted to make payment and it says that it would be charge the next month for any late payments or return fees when they try to process payment this month and theyre changing everything and whoevers on the phone is saying that it doesnt matter what my contract says so I dont know and then it needs a receipt number on there. They never gave me one with the receipt number on there so I guess its not even valid. And the forms that they sent me after the fact theyre not even signed. And the ones that they printed me out in the office two are not even signed.",None,Healthcare Finance Direct LLC.,CA,95350,None,Consent provided,Web,08/15/23,Closed with explanation,Yes,N/A,7308519
01/28/23,"Payday loan, title loan, or personal loan",Personal line of credit,Charged fees or interest you didn't expect,None,Charged late fees Had money taken out of my account Credit card fees And charged for checking account in fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,92649,None,Consent provided,Web,01/28/23,Closed with explanation,Yes,N/A,6493923
01/27/23,"Payday loan, title loan, or personal loan",Installment loan,Struggling to pay your loan,None,I HAVE SPOKEN TO THE REPRESENTATIVES AT ATLAS CREDIT IN REGUARDS TO THE CONTANT CALLS. I CAN NOT ANSWER MY PERSONAL PHONE AT WORK. NOW THEEY ARE BUGGIN MY REFERENCES. BY THE TIME I GET OUT OF WORK I CAN NOT GET ANYONE THERE ON THE PHONE I LEAVE TOO LATE. PHONE NUMBER IS TO ATLAS CREDIT IN XXXX XXXX XXXX XXXX IM RUNNING BEHIND ON MY PAYMENT AND I AM VERY WELL AWARE BUT MY NEXT PAYMENT I CAN NOT SUBMIT TIL THE 15TH. THIS IS BECOMING HARRASSMENT AT THIS POINT PLEASE HELP!,Company believes it acted appropriately as authorized by contract or law,"Atlas Credit Company, Inc.",TX,75098,None,Consent provided,Web,01/27/23,Closed with explanation,Yes,N/A,6495708
04/08/23,"Payday loan, title loan, or personal loan",Installment loan,Problem when making payments,None,I am struggling for a little bit my work is slow so I missed a payment but made XXXX back already I am XXXX  months behind in rent I asked them not to take out things will pi k up quickly they are running me negative in my account and they are trying to take double out I tried to talk to them but they said tough XXXX I am going for a week with no meds I am XXXX  and so is my wife a week will be very bad for us they won't work with me they are rude.,None,CNG FINANCIAL CORPORATION,WI,539XX,None,Consent provided,Web,04/08/23,Closed with explanation,Yes,N/A,6808385
03/04/23,"Payday loan, title loan, or personal loan",Personal line of credit,Charged fees or interest you didn't expect,None,"I am writing to report a bait-and-switch complaint against EnerBank USA. Last fall, I had my pitched roof replaced by XXXX, and they referred me to EnerBank USA for a no-payment, no-interest loan to underwrite the home improvement project. I used a no-payment, no-interest loan to pay for window replacements by XXXX so I am very familiar with how these loans work. There is a period ( in this case one year ) during which payments are not required and the loan does not accrue interest. As long as the balance is paid in full before the end of the promotional period, you pay no interest. 
My XXXX payment, XXXX interest period with EnerBank USA expires XXXX XXXX, XXXX. 
Even though payments were not required, I made two payments of {$940.00}. My XXXX XXXX, XXXX, XXXX XXXX, XXXX and XXXX XXXX XXXX statements from EnerBank USA shows these payments and labels them overpayment credit adjustment. These statements correctly show my regular monthly payment as XXXX because I am still in the XXXX payment, XXXX interest period of this home improvement loan. 

On XXXX XXXX, XXXX, I received yet another statement and it showed a {$940.00} postpayment reversal on XXXX XXXX ; an advance of {$10000.00} on XXXX XXXX, a {$940.00} post payment on XXXX XXXX and a second a {$940.00} post payment on XXXX XXXX. For the first time, the statement required a monthly payment of {$200.00}. 

I called EnerBank USA to complain, and they said these were the terms I signed in XX/XX/XXXX when the loan began. These are not the terms I signed. I agreed to a XXXX payment, XXXX interest period with EnerBank USA for a loan I will pay off in full before this promotional period expires on XXXX XXXX, XXXX. 

My second complaint relates to how EnerBank is now crediting my payments. My statement dated XXXX XXXX, XXXX shows my {$200.00} payment, but {$91.00} of it is applied toward interest. My XXXX payment, XXXX interest period with EnerBank USA XXXX XXXX XXXX, XXXX. This is significant because after that date, this loan is subject to 19.99 % interest. My statement dated XXXX XXXX, XXXX shows and overpayment credit adjustment of {$2800.00} ; that entire amount was deducted from my principal balance. My XXXX XXXX XXXX monthly payment, however, is marked a post payment and {$140.00} of the {$210.00} payment was applied toward interest. My XXXX payment, XXXX interest period with EnerBank USA expires XXXX XXXX, XXXX. My most recent statement, dated XXXX XXXX, XXXX shows my XXXX XXXX, XXXX monthly payment as a post payment and {$110.00} of the {$210.00} payment was applied toward interest. My XXXX payment, XXXX interest period with EnerBank USA XXXX XXXX XXXX, XXXX. 

I believe EnerBank switched me to a different loan product without my knowledge or consent. I am fortunate to have accrued roughly XXXX XXXX in equity in my home. There is ZERO chance I would knowingly sign up for a predatory home improvement loan at 20 % interest when I could have just as easily gotten a home equity loan for a single digit interest rate.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,REGIONS FINANCIAL CORPORATION,MD,212XX,None,Consent provided,Web,03/04/23,Closed with explanation,Yes,N/A,6647523
03/02/23,"Payday loan, title loan, or personal loan",Installment loan,Problem when making payments,None,"My credit issue is with the World Finance. Contact information is as follows : Local office : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX LA XXXX XXXX : XXXX XXXX XXXX  The creditor is engaging in intrusive harassment tactics. 
My bill is 7 days overdue. I have no history of missing payments. They never made an attempt to reach out to me directly ( supported by my phone and email records ). On this day, XX/XX/2023, they contacted a relative and my employer about my bill being 7 days overdue. 
I called the branch immediately and the manager of the branch confirmed that she contacted my employer and another third person to discuss this matter in violation of federal laws. 

Under the Fair Debt Collection Practices Act ( FDCPA ), debt collectors are generally prohibited from communicating with third parties, including your employer, about your debt. 

Upon request, my unedited phone logs can be provided.",None,World Acceptance Corporation,LA,70806,None,Consent provided,Web,03/02/23,Closed with explanation,Yes,N/A,6638185
07/05/23,"Payday loan, title loan, or personal loan",Payday loan,Can't stop withdrawals from your bank account,None,"On XX/XX/XXXX, I sent a Revocation of Authority to Initiate Electronic Funds Transactions to Explore Credit can confirm that they received the document ( attached to this complaint ). On XX/XX/XXXX, Explore Credit debited {$50.00} and on XX/XX/XXXX, Explore Credit debited {$190.00}. I never authorized this transaction or rescinded the Revocation of Authority to Initiate Electronic Funds Transactions.",None,WLCC,IL,60443,None,Consent provided,Web,07/05/23,Closed with explanation,Yes,N/A,7209585
06/30/23,"Payday loan, title loan, or personal loan",Payday loan,Can't stop withdrawals from your bank account,None,"In XX/XX/XXXX I took out a payday loan in the amount of {$1500.00} from Explore Credit. XXXX I revoked the rights for XXXX payments. On XX/XX/XXXX, Explore Credit sent an email confirming the revocation of XXXX payments. Fast forward to XX/XX/XXXX. An unauthorized payment of {$50.00} was taken from my account which resulted in an overdraft. On XX/XX/XXXX and other XXXX  payment came through my account t in the amount of XXXX with another overdraft fee. Although, in short order, the XXXX was returned to my account. This is against federal law. Penalties should be enforced plus my loan forgiven.",None,WLCC,IA,505XX,Servicemember,Consent provided,Web,06/30/23,Closed with explanation,Yes,N/A,7188451
03/02/23,"Payday loan, title loan, or personal loan",Payday loan,Charged fees or interest you didn't expect,None,I had a personal loan with Omni Financial back in 2020. I paid the first loan off and was asked if I wanted another loan. I said yes because I needed the money at the time. The process was quick but there is currently a very high interest rate of 35 % which makes it extremely hard to pay off. They also used an allotment to do so. They call during work hours which interrupts my daily duties. I am a member of the XXXX XXXX so I did not expect to be hit with an APR this high. I have never had an APR to be this high in my adult lifetime. I really need some help in getting this situated.,Company believes it acted appropriately as authorized by contract or law,Siggi LLC,VA,23803,Servicemember,Consent provided,Web,03/02/23,Closed with explanation,Yes,N/A,6638058
03/02/23,"Payday loan, title loan, or personal loan",Personal line of credit,Getting a line of credit,None,"I submitted applications for a business line of credit on XX/XX/2023, and XX/XX/2023. The applications were denied on XX/XX/2023, and XX/XX/2023. The reason given was serious delinquencies in my credit report. These reason are absolutely false as I have had no delinquencies and wells fargo approved my for a business credit card about 6 months ago. My credit score is good and my business score is good. I have seen in the media that wells fargo was sued for discriminating against XXXX and XXXX XXXX for mortgage and lending practices. I feel discriminated against because there is no other reason for denial of my business line of credit application.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,PA,17104,None,Consent provided,Web,03/02/23,Closed with explanation,Yes,N/A,6639649
01/30/23,"Payday loan, title loan, or personal loan",Personal line of credit,Problem with additional add-on products or services,None,"On XX/XX/2022 at XXXX XXXXXXXX XXXX I was offered a loan and promissory note. I read I did notice the part about my guarantor. However I said nothing about guarantor signing a separate promissory note. To me this appears as though this lender is attempting to receive 2 ( two ) signed financial instruments as of it were two separate loans on one side and one loan out here in the public. I wasn't comfortable for this reason as well as I'm not going to be surety on a loan that is to be deposited into someone else 's account regardless who my guarantor is. I highly doubt you would either. Now that they have my signed promissory note "" witch is considered as currency by XXXX and the Federal reserve. So in my eyes there had not been an even exchange. No equity. This is fraud. I want full legal recourse and remedy to the fullest extent of the law.",None,Transform Credit Inc.,CA,953XX,None,Consent provided,Web,01/30/23,Closed with explanation,Yes,N/A,6504520
02/07/23,"Payday loan, title loan, or personal loan",Installment loan,Problem with additional add-on products or services,None,"I used Affirm when checking out on a online purchase on XXXX. XXXX mislead me on the product I was purchasing with stock photos. Once i pucrchsse the item I recieved a reciept with a totally different, worn, dirty and abused bag. I immediately contacted the seller who refused to cancel order and told me to resale it on poshmark. I contact XXXX  was told I have no order under my accpunt. I sent them return recipt and no more respinses. I contact affirm. Sent them all pictures of what i purchased. My communication with seller and XXXX  And i sent them a copy of their misrepresentation policy. To no avail. I received a com0uter generated response telling me that i must contact seller. I called them and was told that they dont enterviene with purchasrs. If it's misrepresented. There is nothing they can do. When their website states differently. They do not pay the company untip item is shipped and recieved. They could have contacted the seller and cancel transaction since tge otem has yet to be shipped. They are hel0ing scam companies make revenue off unsuspecting customers that impact ones personal credit if refusrd to pay. They lead you to believe ypu have protection with their company when there is none. They should not be alowed to impact the publics credit wit absolutely zero protection or liability",None,"Affirm Holdings, Inc",OH,43211,None,Consent provided,Web,02/07/23,Closed with explanation,Yes,N/A,6541652
03/20/23,"Payday loan, title loan, or personal loan",Installment loan,Getting the loan,None,"I was offered this loan in the amount of {$5900.00} on XX/XX/2023. I submitted documentation and was told I was approved on XX/XX/2023. 

The initial approval on XX/XX/XXXX was based on a soft pull of my credit, with no inquiry on my report. The final approval made it seem like the loan was approved, with the hard credit pull already taking place. 

The instructions from the company were to log in and sign the loan agreement to finalize the loan. It was not made clear that there would still be another credit check, which they did without clear explanation - leaving me with an unnecessary inquiry on my credit report. 

These are deceptive and confusing practices, if I had know there would be another credit check I would have declined the offer. You can not use the term 'approved ' when there's still another credit check, that should be reserved for when a loan is actually approved.",None,"Upstart Holdings, Inc.",IL,60630,None,Consent provided,Web,03/20/23,Closed with explanation,Yes,N/A,6724485
02/13/23,"Payday loan, title loan, or personal loan",Payday loan,Money was taken from your bank account on the wrong day or for the wrong amount,None,I signed up for an affirm loan via XXXX. I agreed to have a specific amount of money removed on a specific date monthly for XXXX months. Within the first month affirm had removed not only the agreed amount but they removed money on XXXX separate occasions throughout that month without my approval. That money does not show up as being removed from the loan therefore when you call customer service they refuse to deal with you and tell you that it is a problem on your bank 's end. This company is a scam please beware,None,"Affirm Holdings, Inc",NJ,08753,None,Consent provided,Web,02/13/23,Closed with explanation,Yes,N/A,6566848
02/14/23,"Payday loan, title loan, or personal loan",Installment loan,Charged fees or interest you didn't expect,None,I was charged an outrageous amount of interest on a car repair loan. The original interest was not that high when I was rushed through signing the paperwork. I have paid them around {$1600.00} in 6 months for a {$1400.00} loan. They are charging ne XXXX  % in interest. I need help please!!,None,"Duvera Billing Services, LLC",FL,333XX,None,Consent provided,Web,03/09/23,Closed with explanation,Yes,N/A,6569665
02/07/23,"Payday loan, title loan, or personal loan",Payday loan,Charged fees or interest you didn't expect,None,There contacting my employer a department I dont work in are customer service department telling reps to email me and I dont work on that side of the business there also calling from 50 different numbers while Im working. They had a customer service rep email me telling me to call one main,None,OneMain Finance Corporation,IL,60504,None,Consent provided,Web,02/07/23,Closed with explanation,Yes,N/A,6542248
04/07/23,"Payday loan, title loan, or personal loan",Installment loan,Problem when making payments,None,"I opened a personal installment loan with Citibank in XXXX. It was set to autodraft monthly from the same account to which loan proceeds were deposited. 

In late XXXX and early XXXX, my checking account ending in XXXX at XXXX XXXX was compromised and debits totaling around {$20000.00} were made. XXXX XXXX immediately closed the account and removed the remaining funds and transferred them to XXXX of my other accounts at the same credit union. I was told certain recurring charges would still be allowed on a case-by-case basis and the funds would automatically transfer from my account ending in XXXX. 

In early XXXX, I noticed the Citibank autodraft had not come through. I tried to change the account information online but the system dead-ended in an error every time I tried. Changing the account information ( payment account information ) on the exact same website inside the exact same account for my Citi credit card took seconds, yet the personal loan resulted in a frustrating error time and time again. 

I called Citi on the loan servicing phone number XXXX on XX/XX/XXXX at XXXX PM ET. The call lasted 13 minutes and 21 seconds. I notified the representative that I could not change my payment account online. She indicated that this was an easy fix. She took the new information for the account ending in XXXX, had me repeat it, ask me pertinent questions about the name and address on the account. While it took a long time, the call was ended thinking Citi would take the payment based on the new information provided. 

The payment was attempted to be deducted from the account ending in XXXX, the account that was closed. I specifically advised the representative that this account was closed, and it should not be used. She still processed the payment anyway without notifying me of what she was actually about to do. The payment amount was to be {$580.00} and a late fee. I did not protest the late fee because this was technically my fault, but I attempted to correct the problem way before the 30 day late period would kick in. At that point, it was 25 days late. More than enough time to satisfy the account and get back to regular payments. 

In early XXXX, I receive a dump of mailings from Citi. XXXX service is slower than usual and has been published by several government and news agencies. It is not a secret. 

One such mailing from Citi is from their "" Research Department '' asking me to mail a voided check for the account ending in XXXX. Not only is this ridiculous in the year XXXX, this could have also been sent via email or by a simple phone call. At this point, I did not understand why it was so difficult to pay Citibank. One would have thought that making payments would be an extremely straightforward process because banks universally make making payments extremely easy. 

Another mailing is notifying me that my account is severely past due. 

I start to call Citi on the same phone number as I did in early XXXX, XXXX. On XX/XX/XXXX, I called this number five ( 5 ) times : XXXX PM ET XXXX PM ET XXXX PM ET XXXX PM ET XXXX PM ET On XX/XX/XXXX, I called this number again : XXXX PM ET XXXX PM ET On XX/XX/XXXX, I called this number again : XXXX PM ET XXXX PM ET Also, on XX/XX/XXXX, I called several other numbers to try and resolve this, including XXXX : XXXX PM XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX The original number, printed on all correspondence and Citi 's own mailings, XXXX would send me to their mortgage department. The mortgage department had no idea what was happening and would immediately transfer me to Citi 's checking, savings and debit card call center. I would ask to be transferred to a live agent in the personal loan department, but nobody seemed to know what to do. 

I finally called multiple times and got a representative at a banking center in The United States who told me that almost all of the call center employees at XXXX ( Work from Home ) in The XXXX. Also, the phone system is messed up when an account is held by the collections department and the problem has persisted for a long time. The banking center employee got a live representative in collections to help me. The collections department representative took payment information from me. I gave the account information ending in XXXX. This time, the representative told me what was going on. She said the system was saying it was invalid information and the account was not valid. She then explained that there was nothing else she could do and I'd have to wait to get a letter in the mail explaining what to do. Basically, I was going to have to wait two weeks for another mailing from Citi 's XXXX XXXX asking for a voided check. I do not write checks and have never ordered checks on this account. Again, it is XXXX! 

I pushed the representative to not abruptly end the call ( which Citi representatives enjoy doing either by mysteriously losing the call or transferring to the incorrect department ). As friendly as these representatives are based in The XXXX, they run on a script and anything that deviates from that script essentially freezes them and they have no idea what to do. 

I ask the representative to take my XXXX XXXX savings account information as payment for this past due account. It mysteriously works and I'm told the draft will be for {$580.00}. I confirm the amount and she confirms the pertinent information on the savings account. This call took place on XX/XX/XXXX at XXXX PM ET and lasted 27 minutes and 17 seconds. The new XXXX XXXX payment account ends in XXXX. 

After resolving this issue for the second time, I then begin to try and reach a department that handles credit bureau disputes or customer service. Not a single representative knows what I am talking about. Again, as the representatives are based in The XXXX, they are unaware of how the credit bureau and rating system works in this country. To them, a "" 30 days late mark '' means nothing to them and they're extremely unhelpful because it seems their main concern is ending the call as quickly as possible either by ( again ) mysteriously losing the call or transferring to an incorrect department. The best one is when they transfer me to an internal line that only asks for an extension number and nothing else. I was transferred to this line numerous times over the past month. Later on, one representative transferred me directly to XXXX, another transferred me directly to XXXX. When I say it is beyond frustrating to deal with Citibank and their current customer service structure, I wholeheartedly mean it. Many other banks have offshore customer service and none of them have a labyrinthian telephone system like Citi.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",VA,224XX,None,Consent provided,Web,04/07/23,Closed with explanation,Yes,N/A,6809941
06/15/23,"Payday loan, title loan, or personal loan",Title loan,Struggling to pay your loan,None,Titlemax gave me a loan at a time where i was desperate im a XXXX veteran XXXX and was under the impression the interest would be about 42 % its really like 89 % for a XXXX loan to pay back was at like actually giving them over XXXX if paid according to there payment plan due to unforseen circumstances i can no longer pay almost XXXX month i called them in XXXX and told them i needed to surrender the car to them because they would not lower interest rate or call it even cause i have already paid over three times loan amount i think anyway it now end of XXXX and they still have yet to pick up vehicle im out of state and have no means or way to get it to them My question is was i taken advantage of and if so what should i do?,None,TMX Finance LLC,NJ,08205,Servicemember,Consent provided,Web,06/15/23,Closed with explanation,Yes,N/A,7120050
03/27/23,"Payday loan, title loan, or personal loan",Payday loan,Incorrect information on your report,Information is missing that should be on the report,"I entered into a bankruptcy back in XXXX. This bankruptcy was XXXX in XXXX. The collection company Plaza Services , LLC placed a new collection on my credit report as if I opened an account with them in XX/XX/XXXX. This is deceptive trade practices, and I should be protected as a consumer against this fraudulent reporting on my credit report.",None,BTH Management,TX,75126,Servicemember,Consent provided,Web,03/27/23,Closed with explanation,Yes,N/A,6757366
06/07/23,"Payday loan, title loan, or personal loan",Title loan,Vehicle was repossessed or sold the vehicle,None,"On XX/XX/23 I purchased a vehicle that I finance through Westlake Financial. I placed {$10000.00} cash as a down payment and signed lending paperwork to payback the loan at {$830.00} starting XX/XX/23. I called Westlake Financial on XX/XX/23 to pay my loan payment and they said my account does not exist. The verification department stated that the loan was revoked as of XX/XX/23. I asked for documentation to support their claims and Westlake Financial 's Customer Service Department and Verification Department refused to furnish any information regarding the state of my loan account. I asked to speak with someone in management several times. I was declined, saying that if I don't have an open account, I can not speak with anyone. Westlake Financial also withheld my tags for over a month preventing me from working as my loan was for a work vehicle. I have missed out on over {$25000.00} worth of work because they refused to send me my temporary plates and registration unless I paid for it 2 times. The registration and tags were finally sent on XX/XX/23 after Westlake Financial charged me an additional {$150.00} for my registration and tags that I had previously paid. They are now trying to get me to finance the same vehicle that I have had a loan on for over a month, again at a higher finance charge and omit any payments I have already made, implyiong this is the only way I will get my account back.",None,"Westlake Services, LLC",DE,19701,None,Consent provided,Web,06/07/23,Closed with explanation,Yes,N/A,7077702
06/25/23,"Payday loan, title loan, or personal loan",Personal line of credit,Struggling to pay your loan,None,on XXXX XXXX I called to tell upgrade to stop ach payments and they said no problem but to write a letter to verify which I did the same day. the ach payments did not stop and I filed XXXX  XXXX bankruptcy on XX/XX/XXXX which upgrade was notified and given the judges orders to cease collections. they did not. I called my bank and they stated upgrade had documents that they had my permission for ach even after I stopped that. they continued to take monthly payments until a reprimand on XX/XX/XXXX XXXX no one there knows what happened and XXXX  XXXX XXXX still says occasional attempts to correct the amount due are still being attempted. they were notified in XX/XX/XXXX and again XXXX XXXX they won't discuss the account further.,None,"UPGRADE, INC.",NV,89121,Servicemember,Consent provided,Web,06/25/23,Closed with explanation,Yes,N/A,7162019
01/08/23,"Payday loan, title loan, or personal loan",Installment loan,Problem when making payments,None,"I have a loan and I am behind on my payments. The company is Credit Central. The have XXXX  the references ( my personal friends ) by calling XXXX of them and telling them that "" if didn't call them and pay XXXX today, they were going to sue me and garnish my wages ''. This occured on XX/XX/XXXX at XXXX XXXX and the call lasted XXXX minute and XXXX seconds. They also called a second friend XXXX times in XXXX day and that was on XX/XX/XXXX and XXXX, XXXX both XXXX and again at XXXX XXXX. XXXX the last call at XXXX, my friend answered the phone and Credit Central told him that unless I called them back they were "" prepared to file the paperwork to garnish my wages at 33 %. '' I believe all this was illegal and they have revealed my personal information to my friends. I am highly upset and demand and formal apology from Credit Central they should be fined and I should sue them. The office is located in XXXX and is located on XXXX XXXX.",None,"Credit Central Holdings, LLC",AL,35023,None,Consent provided,Web,01/08/23,Closed with explanation,Yes,N/A,6413156
06/26/23,"Payday loan, title loan, or personal loan",Installment loan,Problem with additional add-on products or services,None,"XXXX XXXX I took a loan from Affirm to buy office equipment from XXXX . After paying off the loan Affirm continuously generates loans of XXXX cents sometimes XXXX cents. The problem is these loans show delinquent sometime 60 days past due. I usually call and they will remove it just to return in a day or two. I have asked them 9 times and now I am tired. This has led to multiple loan denials from Affirm the latest being XX/XX/XXXX XXXX XXXX ticket I purchased from XXXX, it was approved, and was told due to a delinquent account they can not fulfill the order, so I had to pay full cash for the ticket. 
I also receive constant threats of going to destroy my credit if I do not pay up, considering my history with the credit bureau it brings me great XXXX  and sleepless night, and trauma.",None,"Affirm Holdings, Inc",NV,89014,None,Consent provided,Web,06/26/23,Closed with explanation,Yes,N/A,7167115
